"","id","experiment_id","channel_id","time","od_led","od_value","od_raw","od_repeats","intensity","flash","background","temperature","batchtime_h","od_corr","dilution"
"3015",3015,1,7,"2023-12-06 16:45:00",680,0.750049948692322,0.750049948692322,2,0,533,1,30.2773265838623,47,0.756693916742281,NA
"3016",3016,1,8,"2023-12-06 16:45:00",680,0.658476769924164,0.658476769924164,2,0,657,1,30.279146194458,47,0.647478281770348,NA
"3017",3017,1,1,"2023-12-06 16:45:00",720,0.381137490272522,0.381137490272522,2,0,1250,1,30.264612197876,47,0.422927178517175,0
"3018",3018,1,2,"2023-12-06 16:45:00",720,0.320387691259384,0.320387691259384,2,0,1438,1,30.2682456970215,47,0.34659913585271,0
"3019",3019,1,3,"2023-12-06 16:45:00",720,0.383012861013412,0.383012861013412,2,0,1250,1,30.2700614929199,47,0.425365593748278,0
"3020",3020,1,4,"2023-12-06 16:45:00",720,0.395714521408081,0.395714521408081,2,0,1214,1,30.2718772888184,47,0.442017321315417,0
"3021",3021,1,5,"2023-12-06 16:45:00",720,0.38356825709343,0.38356825709343,2,0,1236,1,30.2736930847168,47,0.426088724719473,0
"3022",3022,1,6,"2023-12-06 16:45:00",720,0.315908074378967,0.315908074378967,2,0,1450,1,30.2773265838623,47,0.341165242268286,0
"3023",3023,1,7,"2023-12-06 16:45:00",720,0.375717908143997,0.375717908143997,2,0,1264,1,30.2773265838623,47,0.415909235466724,0
"3024",3024,1,8,"2023-12-06 16:45:00",720,0.335622727870941,0.335622727870941,2,0,1382,1,30.279146194458,47,0.365272630270075,NA
"3025",3025,1,1,"2023-12-06 17:00:00",680,0.644527077674866,0.644527077674866,2,0,684,5,30.2718772888184,47.25,0.631412446695231,NA
"3026",3026,1,2,"2023-12-06 17:00:00",680,0.523023009300232,0.523023009300232,2,0,907,4,30.2736930847168,47.25,0.497344770107364,NA
"3027",3027,1,3,"2023-12-06 17:00:00",680,0.59519350528717,0.59519350528717,2,0,769,4,30.2736930847168,47.25,0.57573912488557,NA
"3028",3028,1,4,"2023-12-06 17:00:00",680,0.629226326942444,0.629226326942444,2,0,704,3,30.2755088806152,47.25,0.613956711227303,NA
"3029",3029,1,5,"2023-12-06 17:00:00",680,0.757934749126434,0.757934749126434,2,0,528,4,30.2755088806152,47.25,0.76641500325954,NA
"3030",3030,1,6,"2023-12-06 17:00:00",680,0.594461917877197,0.594461917877197,2,0,767,3,30.2755088806152,47.25,0.574926622080508,NA
"3031",3031,1,7,"2023-12-06 17:00:00",680,0.757459878921509,0.757459878921509,2,0,526,3,30.2755088806152,47.25,0.765828066390265,NA
"3032",3032,1,8,"2023-12-06 17:00:00",680,0.665148079395294,0.665148079395294,2,0,650,4,30.2773265838623,47.25,0.655213363713841,NA
"3033",3033,1,1,"2023-12-06 17:00:00",720,0.383578360080719,0.383578360080719,2,0,1247,5,30.2718772888184,47.25,0.426101883092175,0
"3034",3034,1,2,"2023-12-06 17:00:00",720,0.322204858064651,0.322204858064651,2,0,1435,4,30.2736930847168,47.25,0.348810682470797,0
"3035",3035,1,3,"2023-12-06 17:00:00",720,0.385803520679474,0.385803520679474,2,0,1245,4,30.2755088806152,47.25,0.429003638136857,0
"3036",3036,1,4,"2023-12-06 17:00:00",720,0.398228019475937,0.398228019475937,2,0,1210,4,30.2755088806152,47.25,0.44534105047453,0
"3037",3037,1,5,"2023-12-06 17:00:00",720,0.38780876994133,0.38780876994133,2,0,1226,3,30.2755088806152,47.25,0.431624862659312,0
"3038",3038,1,6,"2023-12-06 17:00:00",720,0.318011224269867,0.318011224269867,2,0,1445,3,30.2755088806152,47.25,0.343713251254133,0
"3039",3039,1,7,"2023-12-06 17:00:00",720,0.379170179367065,0.379170179367065,2,0,1256,3,30.2755088806152,47.25,0.420374733718183,0
"3040",3040,1,8,"2023-12-06 17:00:00",720,0.337829679250717,0.337829679250717,2,0,1378,4,30.2773265838623,47.25,0.368002834837469,NA
"3041",3041,1,1,"2023-12-06 17:15:00",680,0.651620388031006,0.651620388031006,2,0,669,1,29.9974327087402,47.5,0.639563597097618,NA
"3042",3042,1,2,"2023-12-06 17:15:00",680,0.528345882892609,0.528345882892609,2,0,893,1,29.9992485046387,47.5,0.503008531253742,NA
"3043",3043,1,3,"2023-12-06 17:15:00",680,0.603215038776398,0.603215038776398,2,0,752,1,30.0010643005371,47.5,0.584672573693444,NA
"3044",3044,1,4,"2023-12-06 17:15:00",680,0.636095225811005,0.636095225811005,2,0,691,1,30.0028800964355,47.5,0.621771721412144,NA
"3045",3045,1,5,"2023-12-06 17:15:00",680,0.766302883625031,0.766302883625031,2,0,515,1,30.0028800964355,47.5,0.776789158030696,NA
"3046",3046,1,6,"2023-12-06 17:15:00",680,0.60191535949707,0.60191535949707,2,0,752,1,30.0028800964355,47.5,0.583222058559001,NA
"3047",3047,1,7,"2023-12-06 17:15:00",680,0.766691625118256,0.766691625118256,2,0,513,1,30.0028800964355,47.5,0.77727252861748,NA
"3048",3048,1,8,"2023-12-06 17:15:00",680,0.669879794120789,0.669879794120789,2,0,640,1,30.0028800964355,47.5,0.660720060191266,NA
"3049",3049,1,1,"2023-12-06 17:15:00",720,0.386384785175323,0.386384785175323,2,0,1235,1,29.9974327087402,47.5,0.429762845404599,0
"3050",3050,1,2,"2023-12-06 17:15:00",720,0.324029624462128,0.324029624462128,2,0,1426,1,29.9992485046387,47.5,0.351035730567245,0
"3051",3051,1,3,"2023-12-06 17:15:00",720,0.389317274093628,0.389317274093628,2,0,1232,1,30.0010643005371,47.5,0.433600671170692,1
"3052",3052,1,4,"2023-12-06 17:15:00",720,0.401118487119675,0.401118487119675,2,0,1199,1,30.0028800964355,47.5,0.449175080508318,0
"3053",3053,1,5,"2023-12-06 17:15:00",720,0.391732573509216,0.391732573509216,2,0,1213,1,30.0028800964355,47.5,0.436771219980898,0
"3054",3054,1,6,"2023-12-06 17:15:00",720,0.321033418178558,0.321033418178558,2,0,1433,1,30.0028800964355,47.5,0.347384522020311,0
"3055",3055,1,7,"2023-12-06 17:15:00",720,0.382999658584595,0.382999658584595,2,0,1243,1,30.0028800964355,47.5,0.425348409560199,0
"3056",3056,1,8,"2023-12-06 17:15:00",720,0.33973029255867,0.33973029255867,2,0,1369,1,30.0028800964355,47.5,0.370359248575675,NA
"3057",3057,1,1,"2023-12-06 17:30:00",680,0.659492969512939,0.659492969512939,2,0,657,1,29.7393436431885,47.75,0.648654345624469,NA
"3058",3058,1,2,"2023-12-06 17:30:00",680,0.534721851348877,0.534721851348877,2,0,880,1,29.7411613464355,47.75,0.509816981873831,NA
"3059",3059,1,3,"2023-12-06 17:30:00",680,0.610210537910461,0.610210537910461,2,0,740,1,29.7411613464355,47.75,0.592500547199051,NA
"3060",3060,1,4,"2023-12-06 17:30:00",680,0.511628866195679,0.511628866195679,2,0,920,1,29.7411613464355,47.75,0.485281995531722,NA
"3061",3061,1,5,"2023-12-06 17:30:00",680,0.774835467338562,0.774835467338562,2,0,505,1,29.7411613464355,47.75,0.787428340227326,NA
"3062",3062,1,6,"2023-12-06 17:30:00",680,0.607737123966217,0.607737123966217,2,0,742,1,29.7411613464355,47.75,0.589728813313222,NA
"3063",3063,1,7,"2023-12-06 17:30:00",680,0.774393618106842,0.774393618106842,2,0,504,1,29.7429790496826,47.75,0.786875878439688,NA
"3064",3064,1,8,"2023-12-06 17:30:00",680,0.67672997713089,0.67672997713089,2,0,630,1,29.7447986602783,47.75,0.668722525458743,NA
"3065",3065,1,1,"2023-12-06 17:30:00",720,0.393839120864868,0.393839120864868,2,0,1214,1,29.7393436431885,47.75,0.439543575756062,0
"3066",3066,1,2,"2023-12-06 17:30:00",720,0.329241812229156,0.329241812229156,2,0,1409,1,29.7411613464355,47.75,0.357414899428725,0
"3067",3067,1,3,"2023-12-06 17:30:00",720,0.39499905705452,0.39499905705452,2,0,1216,1,29.7411613464355,47.75,0.441072965526302,0
"3068",3068,1,4,"2023-12-06 17:30:00",720,0.333137154579163,0.333137154579163,2,0,1402,1,29.7411613464355,47.75,0.362205441709722,0
"3069",3069,1,5,"2023-12-06 17:30:00",720,0.395692229270935,0.395692229270935,2,0,1202,1,29.7411613464355,47.75,0.441987885858065,0
"3070",3070,1,6,"2023-12-06 17:30:00",720,0.324382364749908,0.324382364749908,2,0,1422,1,29.7429790496826,47.75,0.351466341185951,0
"3071",3071,1,7,"2023-12-06 17:30:00",720,0.387922883033752,0.387922883033752,2,0,1229,1,29.7447986602783,47.75,0.43177420785098,0
"3072",3072,1,8,"2023-12-06 17:30:00",720,0.343236565589905,0.343236565589905,2,0,1358,1,29.7447986602783,47.75,0.374719033839721,NA
"3073",3073,1,1,"2023-12-06 17:45:00",680,0.666837155818939,0.666837155818939,2,0,646,1,30.3373069763184,48,0.65717712735469,NA
"3074",3074,1,2,"2023-12-06 17:45:00",680,0.539191484451294,0.539191484451294,2,0,871,1,30.3391227722168,48,0.514605593714055,NA
"3075",3075,1,3,"2023-12-06 17:45:00",680,0.617320537567139,0.617320537567139,2,0,728,1,30.3427562713623,48,0.600492466660604,NA
"3076",3076,1,4,"2023-12-06 17:45:00",680,0.516380429267883,0.516380429267883,2,0,910,1,30.344575881958,48,0.490302321867248,NA
"3077",3077,1,5,"2023-12-06 17:45:00",680,0.783539056777954,0.783539056777954,2,0,495,1,30.344575881958,48,0.798344950615321,NA
"3078",3078,1,6,"2023-12-06 17:45:00",680,0.613044202327728,0.613044202327728,2,0,733,1,30.3463935852051,48,0.595681353241903,NA
"3079",3079,1,7,"2023-12-06 17:45:00",680,0.782234668731689,0.782234668731689,2,0,495,1,30.3482112884521,48,0.796704747904651,NA
"3080",3080,1,8,"2023-12-06 17:45:00",680,0.682289004325867,0.682289004325867,2,0,622,1,30.3500308990479,48,0.675243183664958,NA
"3081",3081,1,1,"2023-12-06 17:45:00",720,0.395273625850677,0.395273625850677,2,0,1210,1,30.3373069763184,48,0.441435283417436,0
"3082",3082,1,2,"2023-12-06 17:45:00",720,0.330786824226379,0.330786824226379,2,0,1404,1,30.3391227722168,48,0.359312603141166,0
"3083",3083,1,3,"2023-12-06 17:45:00",720,0.397868067026138,0.397868067026138,2,0,1208,1,30.3427562713623,48,0.444864481651049,0
"3084",3084,1,4,"2023-12-06 17:45:00",720,0.335624188184738,0.335624188184738,2,0,1394,1,30.344575881958,48,0.365274434684864,0
"3085",3085,1,5,"2023-12-06 17:45:00",720,0.399688273668289,0.399688273668289,2,0,1191,1,30.3463935852051,48,0.447276405078896,0
"3086",3086,1,6,"2023-12-06 17:45:00",720,0.326527059078217,0.326527059078217,2,0,1415,1,30.3482112884521,48,0.354087944264604,0
"3087",3087,1,7,"2023-12-06 17:45:00",720,0.391830682754517,0.391830682754517,2,0,1218,1,30.3500308990479,48,0.436900191030632,0
"3088",3088,1,8,"2023-12-06 17:45:00",720,0.345482647418976,0.345482647418976,2,0,1351,1,30.353666305542,48,0.377520535173269,NA
"3089",3089,1,1,"2023-12-06 18:00:00",680,0.67499315738678,0.67499315738678,2,0,634,1,30.2718772888184,48.25,0.66669014477513,NA
"3090",3090,1,2,"2023-12-06 18:00:00",680,0.545223474502563,0.545223474502563,2,0,859,1,30.2736930847168,48.25,0.521088858254156,NA
"3091",3091,1,3,"2023-12-06 18:00:00",680,0.625156760215759,0.625156760215759,2,0,715,1,30.2755088806152,48.25,0.609342873292853,NA
"3092",3092,1,4,"2023-12-06 18:00:00",680,0.521668016910553,0.521668016910553,2,0,899,1,30.2755088806152,48.25,0.495905914944206,NA
"3093",3093,1,5,"2023-12-06 18:00:00",680,0.790629744529724,0.790629744529724,2,0,487,1,30.2755088806152,48.25,0.807286900659279,NA
"3094",3094,1,6,"2023-12-06 18:00:00",680,0.619620025157928,0.619620025157928,2,0,722,1,30.2773265838623,48.25,0.603084957786904,NA
"3095",3095,1,7,"2023-12-06 18:00:00",680,0.791116178035736,0.791116178035736,2,0,485,1,30.279146194458,48.25,0.8079019343252,NA
"3096",3096,1,8,"2023-12-06 18:00:00",680,0.687920093536377,0.687920093536377,2,0,614,1,30.279146194458,48.25,0.681872770148211,NA
"3097",3097,1,1,"2023-12-06 18:00:00",720,0.398518681526184,0.398518681526184,2,0,1201,1,30.2736930847168,48.25,0.445726023382011,0
"3098",3098,1,2,"2023-12-06 18:00:00",720,0.333581686019897,0.333581686019897,2,0,1395,1,30.2755088806152,48.25,0.362753395085289,1
"3099",3099,1,3,"2023-12-06 18:00:00",720,0.401844173669815,0.401844173669815,2,0,1197,1,30.2755088806152,48.25,0.450139653038714,0
"3100",3100,1,4,"2023-12-06 18:00:00",720,0.337812095880508,0.337812095880508,2,0,1387,1,30.2755088806152,48.25,0.367981057073879,1
"3101",3101,1,5,"2023-12-06 18:00:00",720,0.40445876121521,0.40445876121521,2,0,1178,1,30.2755088806152,48.25,0.45362158933619,0
"3102",3102,1,6,"2023-12-06 18:00:00",720,0.329918771982193,0.329918771982193,2,0,1404,1,30.2773265838623,48.25,0.358246011067894,0
"3103",3103,1,7,"2023-12-06 18:00:00",720,0.3957739174366,0.3957739174366,2,0,1207,1,30.279146194458,48.25,0.442095753931056,0
"3104",3104,1,8,"2023-12-06 18:00:00",720,0.348063915967941,0.348063915967941,2,0,1343,1,30.2809638977051,48.25,0.380748521869918,NA
"3105",3105,1,1,"2023-12-06 18:15:00",680,0.68260645866394,0.68260645866394,2,0,623,1,29.9719829559326,48.5,0.675616273980231,NA
"3106",3106,1,2,"2023-12-06 18:15:00",680,0.551340401172638,0.551340401172638,2,0,847,1,29.9719829559326,48.5,0.527687980214087,NA
"3107",3107,1,3,"2023-12-06 18:15:00",680,0.629435539245605,0.629435539245605,2,0,708,1,29.9738025665283,48.5,0.614194230211443,NA
"3108",3108,1,4,"2023-12-06 18:15:00",680,0.527020692825317,0.527020692825317,2,0,888,1,29.9756202697754,48.5,0.501596763563613,NA
"3109",3109,1,5,"2023-12-06 18:15:00",680,0.764616310596466,0.764616310596466,2,0,517,1,29.9774379730225,48.5,0.774693515877903,NA
"3110",3110,1,6,"2023-12-06 18:15:00",680,0.625685751438141,0.625685751438141,2,0,712,1,29.9792575836182,48.5,0.609941931127033,NA
"3111",3111,1,7,"2023-12-06 18:15:00",680,0.798354625701904,0.798354625701904,2,0,477,1,29.9810752868652,48.5,0.817078442939727,NA
"3112",3112,1,8,"2023-12-06 18:15:00",680,0.692907989025116,0.692907989025116,2,0,607,1,29.9810752868652,48.5,0.687765744694883,NA
"3113",3113,1,1,"2023-12-06 18:15:00",720,0.402152955532074,0.402152955532074,2,0,1191,1,29.9719829559326,48.5,0.450550324918423,0
"3114",3114,1,2,"2023-12-06 18:15:00",720,0.337650805711746,0.337650805711746,2,0,1382,1,29.9738025665283,48.5,0.367781311368971,1
"3115",3115,1,3,"2023-12-06 18:15:00",720,0.404393464326859,0.404393464326859,2,0,1190,1,29.9756202697754,48.5,0.453534503940171,0
"3116",3116,1,4,"2023-12-06 18:15:00",720,0.340326070785522,0.340326070785522,2,0,1379,1,29.9774379730225,48.5,0.37109889484038,0
"3117",3117,1,5,"2023-12-06 18:15:00",720,0.391374439001083,0.391374439001083,2,0,1214,1,29.9774379730225,48.5,0.436300550498728,0
"3118",3118,1,6,"2023-12-06 18:15:00",720,0.333337247371674,0.333337247371674,2,0,1393,1,29.9792575836182,48.5,0.362452054735864,0
"3119",3119,1,7,"2023-12-06 18:15:00",720,0.399027109146118,0.399027109146118,2,0,1198,1,29.9810752868652,48.5,0.446399727507538,0
"3120",3120,1,8,"2023-12-06 18:15:00",720,0.350986272096634,0.350986272096634,2,0,1334,1,29.9810752868652,48.5,0.3844139742487,NA
"3121",3121,1,1,"2023-12-06 18:30:00",680,0.643249750137329,0.643249750137329,2,0,682,1,29.7411613464355,48.75,0.629948607661271,NA
"3122",3122,1,2,"2023-12-06 18:30:00",680,0.557544648647308,0.557544648647308,2,0,835,1,29.7411613464355,48.75,0.534406767985304,NA
"3123",3123,1,3,"2023-12-06 18:30:00",680,0.636245727539062,0.636245727539062,2,0,697,1,29.7411613464355,48.75,0.621943340620234,NA
"3124",3124,1,4,"2023-12-06 18:30:00",680,0.532440185546875,0.532440185546875,2,0,877,1,29.7411613464355,48.75,0.507377513735211,NA
"3125",3125,1,5,"2023-12-06 18:30:00",680,0.773974657058716,0.773974657058716,2,0,506,1,29.7429790496826,48.75,0.786352188929479,NA
"3126",3126,1,6,"2023-12-06 18:30:00",680,0.631218254566193,0.631218254566193,2,0,703,1,29.7447986602783,48.75,0.616219446258528,NA
"3127",3127,1,7,"2023-12-06 18:30:00",680,0.80664473772049,0.80664473772049,2,0,468,1,29.7466163635254,48.75,0.827644705417714,NA
"3128",3128,1,8,"2023-12-06 18:30:00",680,0.699406266212463,0.699406266212463,2,0,598,1,29.7484340667725,48.75,0.695472424199761,NA
"3129",3129,1,1,"2023-12-06 18:30:00",720,0.385681450366974,0.385681450366974,2,0,1237,1,29.7411613464355,48.75,0.428844261651012,0
"3130",3130,1,2,"2023-12-06 18:30:00",720,0.341441035270691,0.341441035270691,2,0,1370,1,29.7411613464355,48.75,0.372484373097038,1
"3131",3131,1,3,"2023-12-06 18:30:00",720,0.409907221794128,0.409907221794128,2,0,1175,1,29.7411613464355,48.75,0.460911211713386,0
"3132",3132,1,4,"2023-12-06 18:30:00",720,0.343806773424149,0.343806773424149,2,0,1368,1,29.7429790496826,48.75,0.375429601706091,0
"3133",3133,1,5,"2023-12-06 18:30:00",720,0.395692229270935,0.395692229270935,2,0,1202,1,29.7447986602783,48.75,0.441987885858065,0
"3134",3134,1,6,"2023-12-06 18:30:00",720,0.336782783269882,0.336782783269882,2,0,1382,1,29.7466163635254,48.75,0.366706923236638,1
"3135",3135,1,7,"2023-12-06 18:30:00",720,0.403036564588547,0.403036564588547,2,0,1187,1,29.7466163635254,48.75,0.451726305651666,0
"3136",3136,1,8,"2023-12-06 18:30:00",720,0.35360050201416,0.35360050201416,2,0,1326,1,29.7484340667725,48.75,0.387702837505353,NA
"3137",3137,1,1,"2023-12-06 18:45:00",680,0.637547731399536,0.637547731399536,2,0,694,4,30.2718772888184,49,0.623428729734516,NA
"3138",3138,1,2,"2023-12-06 18:45:00",680,0.562256813049316,0.562256813049316,2,0,828,3,30.2755107879639,49,0.539526981646273,NA
"3139",3139,1,3,"2023-12-06 18:45:00",680,0.642530858516693,0.642530858516693,2,0,689,3,30.279146194458,49,0.629125277906432,NA
"3140",3140,1,4,"2023-12-06 18:45:00",680,0.538430571556091,0.538430571556091,2,0,867,3,30.2809638977051,49,0.513789453819121,NA
"3141",3141,1,5,"2023-12-06 18:45:00",680,0.781784296035767,0.781784296035767,2,0,499,3,30.2827816009521,49,0.796138767759706,NA
"3142",3142,1,6,"2023-12-06 18:45:00",680,0.635570585727692,0.635570585727692,2,0,698,3,30.2846012115479,49,0.62117359731824,NA
"3143",3143,1,7,"2023-12-06 18:45:00",680,0.814148902893066,0.814148902893066,2,0,462,3,30.2846012115479,49,0.837261685748607,NA
"3144",3144,1,8,"2023-12-06 18:45:00",680,0.704528570175171,0.704528570175171,2,0,594,4,30.288236618042,49,0.701570731288674,NA
"3145",3145,1,1,"2023-12-06 18:45:00",720,0.381833493709564,0.381833493709564,2,0,1251,4,30.2755107879639,49,0.423831543951086,0
"3146",3146,1,2,"2023-12-06 18:45:00",720,0.343667358160019,0.343667358160019,2,0,1366,4,30.279146194458,49,0.375255828186539,1
"3147",3147,1,3,"2023-12-06 18:45:00",720,0.412504434585571,0.412504434585571,2,0,1170,3,30.279146194458,49,0.464402241063556,0
"3148",3148,1,4,"2023-12-06 18:45:00",720,0.346036404371262,0.346036404371262,2,0,1363,3,30.2809638977051,49,0.378212272351526,0
"3149",3149,1,5,"2023-12-06 18:45:00",720,0.399688273668289,0.399688273668289,2,0,1193,3,30.2827816009521,49,0.447276405078896,0
"3150",3150,1,6,"2023-12-06 18:45:00",720,0.338989734649658,0.338989734649658,2,0,1377,3,30.2846012115479,49,0.369440520639236,1
"3151",3151,1,7,"2023-12-06 18:45:00",720,0.40708339214325,0.40708339214325,2,0,1178,3,30.288236618042,49,0.45712743480146,0
"3152",3152,1,8,"2023-12-06 18:45:00",720,0.355901002883911,0.355901002883911,2,0,1322,4,30.2900562286377,49,0.390604778493774,NA
"3153",3153,1,1,"2023-12-06 19:00:00",680,0.636290729045868,0.636290729045868,2,0,693,1,30.266429901123,49.25,0.621994659699242,NA
"3154",3154,1,2,"2023-12-06 19:00:00",680,0.569154739379883,0.569154739379883,2,0,813,1,30.2682456970215,49.25,0.547049287521999,NA
"3155",3155,1,3,"2023-12-06 19:00:00",680,0.650195062160492,0.650195062160492,2,0,675,1,30.2700614929199,49.25,0.637922695166313,NA
"3156",3156,1,4,"2023-12-06 19:00:00",680,0.543995320796967,0.543995320796967,2,0,854,1,30.2718772888184,49.25,0.519766877592318,NA
"3157",3157,1,5,"2023-12-06 19:00:00",680,0.791524231433868,0.791524231433868,2,0,486,1,30.2736930847168,49.25,0.808418025185951,NA
"3158",3158,1,6,"2023-12-06 19:00:00",680,0.64377099275589,0.64377099275589,2,0,683,1,30.2755088806152,49.25,0.630545814313177,NA
"3159",3159,1,7,"2023-12-06 19:00:00",680,0.822749018669128,0.822749018669128,2,0,451,1,30.2755088806152,49.25,0.848345013414724,NA
"3160",3160,1,8,"2023-12-06 19:00:00",680,0.71195262670517,0.71195262670517,2,0,581,1,30.2755088806152,49.25,0.710446352725459,NA
"3161",3161,1,1,"2023-12-06 19:00:00",720,0.379748821258545,0.379748821258545,2,0,1254,1,30.2682456970215,49.25,0.421124895342674,0
"3162",3162,1,2,"2023-12-06 19:00:00",720,0.345584750175476,0.345584750175476,2,0,1357,1,30.2700614929199,49.25,0.377648047844838,1
"3163",3163,1,3,"2023-12-06 19:00:00",720,0.41511732339859,0.41511732339859,2,0,1161,1,30.2700614929199,49.25,0.467924945318452,0
"3164",3164,1,4,"2023-12-06 19:00:00",720,0.349241524934769,0.349241524934769,2,0,1351,1,30.2718772888184,49.25,0.382224174024736,1
"3165",3165,1,5,"2023-12-06 19:00:00",720,0.403353214263916,0.403353214263916,2,0,1181,1,30.2736930847168,49.25,0.452148019658624,0
"3166",3166,1,6,"2023-12-06 19:00:00",720,0.341843813657761,0.341843813657761,2,0,1366,1,30.2755088806152,49.25,0.372985282626288,1
"3167",3167,1,7,"2023-12-06 19:00:00",720,0.410422712564468,0.410422712564468,2,0,1167,1,30.2755088806152,49.25,0.461603272621337,0
"3168",3168,1,8,"2023-12-06 19:00:00",720,0.357882589101791,0.357882589101791,2,0,1313,1,30.2755088806152,49.25,0.39311028784263,NA
"3169",3169,1,1,"2023-12-06 19:15:00",680,0.636290729045868,0.636290729045868,2,0,693,1,29.9701652526855,49.5,0.621994659699242,NA
"3170",3170,1,2,"2023-12-06 19:15:00",680,0.574536383152008,0.574536383152008,2,0,803,1,29.9701652526855,49.5,0.552940538933659,NA
"3171",3171,1,3,"2023-12-06 19:15:00",680,0.657996952533722,0.657996952533722,2,0,663,1,29.9701652526855,49.5,0.646923252307211,NA
"3172",3172,1,4,"2023-12-06 19:15:00",680,0.550665080547333,0.550665080547333,2,0,841,1,29.9701652526855,49.5,0.526958203734937,NA
"3173",3173,1,5,"2023-12-06 19:15:00",680,0.799659013748169,0.799659013748169,2,0,477,1,29.9719829559326,49.5,0.818736954346276,NA
"3174",3174,1,6,"2023-12-06 19:15:00",680,0.650186061859131,0.650186061859131,2,0,673,1,29.9738025665283,49.5,0.637912338424441,NA
"3175",3175,1,7,"2023-12-06 19:15:00",680,0.831523001194,0.831523001194,2,0,442,1,29.9738025665283,49.5,0.859721066136137,NA
"3176",3176,1,8,"2023-12-06 19:15:00",680,0.717984557151794,0.717984557151794,2,0,573,1,29.9756202697754,49.5,0.717690104028246,NA
"3177",3177,1,1,"2023-12-06 19:15:00",720,0.37940239906311,0.37940239906311,2,0,1255,1,29.9701652526855,49.5,0.420675728988648,0
"3178",3178,1,2,"2023-12-06 19:15:00",720,0.349122226238251,0.349122226238251,2,0,1346,1,29.9701652526855,49.5,0.382074595954403,1
"3179",3179,1,3,"2023-12-06 19:15:00",720,0.418877482414246,0.418877482414246,2,0,1151,1,29.9701652526855,49.5,0.473013184516423,0
"3180",3180,1,4,"2023-12-06 19:15:00",720,0.352470517158508,0.352470517158508,2,0,1341,1,29.9701652526855,49.5,0.386280097086453,1
"3181",3181,1,5,"2023-12-06 19:15:00",720,0.407049357891083,0.407049357891083,2,0,1171,1,29.9719829559326,49.5,0.457081905831536,0
"3182",3182,1,6,"2023-12-06 19:15:00",720,0.344716787338257,0.344716787338257,2,0,1357,1,29.9738025665283,49.5,0.376564526920435,1
"3183",3183,1,7,"2023-12-06 19:15:00",720,0.414915442466736,0.414915442466736,2,0,1155,1,29.9756202697754,49.5,0.467652388413244,0
"3184",3184,1,8,"2023-12-06 19:15:00",720,0.360538810491562,0.360538810491562,2,0,1305,1,29.9774379730225,49.5,0.396477353489745,NA
"3185",3185,1,1,"2023-12-06 19:30:00",680,0.636918783187866,0.636918783187866,2,0,695,4,29.7375240325928,49.75,0.622711039276607,NA
"3186",3186,1,2,"2023-12-06 19:30:00",680,0.581083655357361,0.581083655357361,2,0,794,4,29.7393436431885,49.75,0.560134561587266,NA
"3187",3187,1,3,"2023-12-06 19:30:00",680,0.664607346057892,0.664607346057892,2,0,655,3,29.7411613464355,49.75,0.654585151582651,NA
"3188",3188,1,4,"2023-12-06 19:30:00",680,0.555866241455078,0.555866241455078,2,0,833,3,29.7411613464355,49.75,0.53258662339565,NA
"3189",3189,1,5,"2023-12-06 19:30:00",680,0.807949125766754,0.807949125766754,2,0,470,3,29.7411613464355,49.75,0.829312755657764,NA
"3190",3190,1,6,"2023-12-06 19:30:00",680,0.655387282371521,0.655387282371521,2,0,667,3,29.7411613464355,49.75,0.643907549468255,NA
"3191",3191,1,7,"2023-12-06 19:30:00",680,0.83847188949585,0.83847188949585,2,0,437,3,29.7411613464355,49.75,0.868780395138039,NA
"3192",3192,1,8,"2023-12-06 19:30:00",680,0.724101483821869,0.724101483821869,2,0,568,4,29.7429790496826,49.75,0.72506584600974,NA
"3193",3193,1,1,"2023-12-06 19:30:00",720,0.381833493709564,0.381833493709564,2,0,1251,4,29.7393436431885,49.75,0.423831543951086,0
"3194",3194,1,2,"2023-12-06 19:30:00",720,0.353992849588394,0.353992849588394,2,0,1334,4,29.7393436431885,49.75,0.388197244423,1
"3195",3195,1,3,"2023-12-06 19:30:00",720,0.423814862966537,0.423814862966537,2,0,1140,3,29.7411613464355,49.75,0.479728357288558,0
"3196",3196,1,4,"2023-12-06 19:30:00",720,0.357359439134598,0.357359439134598,2,0,1328,3,29.7411613464355,49.75,0.39244829086612,1
"3197",3197,1,5,"2023-12-06 19:30:00",720,0.411901831626892,0.411901831626892,2,0,1160,3,29.7411613464355,49.75,0.463591321414664,0
"3198",3198,1,6,"2023-12-06 19:30:00",720,0.347286581993103,0.347286581993103,2,0,1351,3,29.7411613464355,49.75,0.379775482945905,1
"3199",3199,1,7,"2023-12-06 19:30:00",720,0.419075042009354,0.419075042009354,2,0,1146,3,29.7429790496826,49.75,0.473281137329234,0
"3200",3200,1,8,"2023-12-06 19:30:00",720,0.364217877388,0.364217877388,2,0,1297,4,29.7447986602783,49.75,0.401157269236976,NA
"3201",3201,1,1,"2023-12-06 19:45:00",680,0.636918783187866,0.636918783187866,2,0,695,4,30.2918739318848,50,0.622711039276607,NA
"3202",3202,1,2,"2023-12-06 19:45:00",680,0.587173283100128,0.587173283100128,2,0,782,3,30.2918739318848,50,0.566852293531268,NA
"3203",3203,1,3,"2023-12-06 19:45:00",680,0.673354148864746,0.673354148864746,2,0,642,3,30.2936916351318,50,0.664774345661697,NA
